query,intent
청각 알려주세요,3
청각 알려줘봐,3
청각 알려줘요,3
청각에 대해서 알려줘,3
청각에 대해서 알려주세요,3
청각에 관해서 알려줘,3
청각를 알려줘,3
언어치료청각재활학과,3
언어치료청각재활학과 알려줘,3
언어치료청각재활학과 알려주세요,3
언어치료청각재활학과 알려줘봐,3
언어치료청각재활학과 알려줘요,3
언어치료청각재활학과에 대해서 알려줘,3
언어치료청각재활학과에 대해서 알려주세요,3
언어치료청각재활학과에 관해서 알려줘,3
언어치료청각재활학과를 알려줘,3
청각재활,3
청각재활 알려줘,3
청각재활 알려주세요,3
청각재활 알려줘봐,3
청각재활 알려줘요,3
청각재활에 대해서 알려줘,3
청각재활에 대해서 알려주세요,3
청각재활에 관해서 알려줘,3
청각재활를 알려줘,3
청각재활학과,3
청각재활학과 알려줘,3
청각재활학과 알려주세요,3
청각재활학과 알려줘봐,3
청각재활학과 알려줘요,3
청각재활학과에 대해서 알려줘,3
청각재활학과에 대해서 알려주세요,3
청각재활학과에 관해서 알려줘,3
청각재활학과를 알려줘,3
보건경영,3
보건경영 알려줘,3
보건경영 알려주세요,3
보건경영 알려줘봐,3
보건경영 알려줘요,3
보건경영에 대해서 알려줘,3
보건경영에 대해서 알려주세요,3
보건경영에 관해서 알려줘,3
보건경영를 알려줘,3
보건경영학과,3
보건경영학과 알려줘,3
보건경영학과 알려주세요,3
보건경영학과 알려줘봐,3
보건경영학과 알려줘요,3
보건경영학과에 대해서 알려줘,3
보건경영학과에 대해서 알려주세요,3
보건경영학과에 관해서 알려줘,3
보건경영학과를 알려줘,3
보건의료,3
보건의료 알려줘,3
보건의료 알려주세요,3
보건의료 알려줘봐,3
보건의료 알려줘요,3
보건의료에 대해서 알려줘,3
보건의료에 대해서 알려주세요,3
보건의료에 관해서 알려줘,3
보건의료를 알려줘,3
보건의료학과,3
보건의료학과 알려줘,3
보건의료학과 알려주세요,3
보건의료학과 알려줘봐,3
보건의료학과 알려줘요,3
보건의료학과에 대해서 알려줘,3
보건의료학과에 대해서 알려주세요,3
보건의료학과에 관해서 알려줘,3
보건의료학과를 알려줘,3
보건의료경영,3
보건의료경영 알려줘,3
보건의료경영 알려주세요,3
보건의료경영 알려줘봐,3
보건의료경영 알려줘요,3
보건의료경영에 대해서 알려줘,3
보건의료경영에 대해서 알려주세요,3
보건의료경영에 관해서 알려줘,3
보건의료경영를 알려줘,3
보건의료경영학과,3
보건의료경영학과 알려줘,3
보건의료경영학과 알려주세요,3
보건의료경영학과 알려줘봐,3
보건의료경영학과 알려줘요,3
보건의료경영학과에 대해서 알려줘,3
보건의료경영학과에 대해서 알려주세요,3
보건의료경영학과에 관해서 알려줘,3
보건의료경영학과를 알려줘,3
유아교육과,3
유아교육과 알려줘,3
유아교육과 알려주세요,3
유아교육과 알려줘봐,3
유아교육과 알려줘요,3
유아교육과에 대해서 알려줘,3
유아교육과에 대해서 알려주세요,3
유아교육과에 관해서 알려줘,3
유아교육과를 알려줘,3
유아교육학과,3
유아교육학과 알려줘,3
유아교육학과 알려주세요,3
유아교육학과 알려줘봐,3
유아교육학과 알려줘요,3
유아교육학과에 대해서 알려줘,3
유아교육학과에 대해서 알려주세요,3
유아교육학과에 관해서 알려줘,3
유아교육학과를 알려줘,3
뷰티,3
뷰티 알려줘,3
뷰티 알려주세요,3
뷰티 알려줘봐,3
뷰티 알려줘요,3
뷰티에 대해서 알려줘,3
뷰티에 대해서 알려주세요,3
뷰티에 관해서 알려줘,3
뷰티를 알려줘,3
뷰티디자인,3
뷰티디자인 알려줘,3
뷰티디자인 알려주세요,3
뷰티디자인 알려줘봐,3
뷰티디자인 알려줘요,3
뷰티디자인에 대해서 알려줘,3
뷰티디자인에 대해서 알려주세요,3
뷰티디자인에 관해서 알려줘,3
뷰티디자인를 알려줘,3
뷰티학과,3
뷰티학과 알려줘,3
뷰티학과 알려주세요,3
뷰티학과 알려줘봐,3
뷰티학과 알려줘요,3
뷰티학과에 대해서 알려줘,3
뷰티학과에 대해서 알려주세요,3
뷰티학과에 관해서 알려줘,3
뷰티학과를 알려줘,3
뷰티디자인학과,3
뷰티디자인학과 알려줘,3
뷰티디자인학과 알려주세요,3
뷰티디자인학과 알려줘봐,3
뷰티디자인학과 알려줘요,3
뷰티디자인학과에 대해서 알려줘,3
뷰티디자인학과에 대해서 알려주세요,3
뷰티디자인학과에 관해서 알려줘,3
뷰티디자인학과를 알려줘,3
응급구조,3
응급구조 알려줘,3
응급구조 알려주세요,3
응급구조 알려줘봐,3
응급구조 알려줘요,3
응급구조에 대해서 알려줘,3
응급구조에 대해서 알려주세요,3
응급구조에 관해서 알려줘,3
응급구조를 알려줘,3
응급구조학과,3
응급구조학과 알려줘,3
응급구조학과 알려주세요,3
응급구조학과 알려줘봐,3
응급구조학과 알려줘요,3
응급구조학과에 대해서 알려줘,3
응급구조학과에 대해서 알려주세요,3
응급구조학과에 관해서 알려줘,3
응급구조학과를 알려줘,3
소방안전,3
소방안전 알려줘,3
소방안전 알려주세요,3
소방안전 알려줘봐,3
소방안전 알려줘요,3
소방안전에 대해서 알려줘,3
소방안전에 대해서 알려주세요,3
소방안전에 관해서 알려줘,3
소방안전를 알려줘,3
소방안전학과,3
소방안전학과 알려줘,3
소방안전학과 알려주세요,3
소방안전학과 알려줘봐,3
소방안전학과 알려줘요,3
소방안전학과에 대해서 알려줘,3
소방안전학과에 대해서 알려주세요,3
소방안전학과에 관해서 알려줘,3
소방안전학과를 알려줘,3
소방,3
소방 알려줘,3
소방 알려주세요,3
소방 알려줘봐,3
소방 알려줘요,3
소방에 대해서 알려줘,3
소방에 대해서 알려주세요,3
소방에 관해서 알려줘,3
소방를 알려줘,3
소방학과,3
소방학과 알려줘,3
소방학과 알려주세요,3
소방학과 알려줘봐,3
소방학과 알려줘요,3
소방학과에 대해서 알려줘,3
소방학과에 대해서 알려주세요,3
소방학과에 관해서 알려줘,3
소방학과를 알려줘,3
간호학과,3
간호학과 알려줘,3
간호학과 알려주세요,3
간호학과 알려줘봐,3
간호학과 알려줘요,3
간호학과에 대해서 알려줘,3
간호학과에 대해서 알려주세요,3
간호학과에 관해서 알려줘,3
간호학과를 알려줘,3
간호,3
간호 알려줘,3
간호 알려주세요,3
간호 알려줘봐,3
간호 알려줘요,3
간호에 대해서 알려줘,3
간호에 대해서 알려주세요,3
간호에 관해서 알려줘,3
간호를 알려줘,3
물리치료,3
물리치료 알려줘,3
물리치료 알려주세요,3
물리치료 알려줘봐,3
물리치료 알려줘요,3
물리치료에 대해서 알려줘,3
물리치료에 대해서 알려주세요,3
물리치료에 관해서 알려줘,3
물리치료를 알려줘,3
물리치료학과,3
물리치료학과 알려줘,3
물리치료학과 알려주세요,3
물리치료학과 알려줘봐,3
물리치료학과 알려줘요,3
물리치료학과에 대해서 알려줘,3
물리치료학과에 대해서 알려주세요,3
물리치료학과에 관해서 알려줘,3
물리치료학과를 알려줘,3
스포츠,3
스포츠 알려줘,3
스포츠 알려주세요,3
스포츠 알려줘봐,3
스포츠 알려줘요,3
스포츠에 대해서 알려줘,3
스포츠에 대해서 알려주세요,3
스포츠에 관해서 알려줘,3
스포츠를 알려줘,3
스포츠학과,3
스포츠학과 알려줘,3
스포츠학과 알려주세요,3
스포츠학과 알려줘봐,3
스포츠학과 알려줘요,3
스포츠학과에 대해서 알려줘,3
스포츠학과에 대해서 알려주세요,3
스포츠학과에 관해서 알려줘,3
스포츠학과를 알려줘,3
스포츠건강,3
스포츠건강 알려줘,3
스포츠건강 알려주세요,3
스포츠건강 알려줘봐,3
스포츠건강 알려줘요,3
스포츠건강에 대해서 알려줘,3
스포츠건강에 대해서 알려주세요,3
스포츠건강에 관해서 알려줘,3
스포츠건강를 알려줘,3
스포츠건강학과,3
스포츠건강학과 알려줘,3
스포츠건강학과 알려주세요,3
스포츠건강학과 알려줘봐,3
스포츠건강학과 알려줘요,3
스포츠건강학과에 대해서 알려줘,3
스포츠건강학과에 대해서 알려주세요,3
스포츠건강학과에 관해서 알려줘,3
스포츠건강학과를 알려줘,3
스포츠건강재활,3
스포츠건강재활 알려줘,3
스포츠건강재활 알려주세요,3
스포츠건강재활 알려줘봐,3
스포츠건강재활 알려줘요,3
스포츠건강재활에 대해서 알려줘,3
스포츠건강재활에 대해서 알려주세요,3
스포츠건강재활에 관해서 알려줘,3
스포츠건강재활를 알려줘,3
스포츠건강재활학과,3
스포츠건강재활학과 알려줘,3
스포츠건강재활학과 알려주세요,3
스포츠건강재활학과 알려줘봐,3
스포츠건강재활학과 알려줘요,3
스포츠건강재활학과에 대해서 알려줘,3
스포츠건강재활학과에 대해서 알려주세요,3
스포츠건강재활학과에 관해서 알려줘,3
스포츠건강재활학과를 알려줘,3
JCFS 인공지능,3
JCFS 인공지능 알려줘,3
JCFS 인공지능 알려주세요,3
JCFS 인공지능 알려줘봐,3
JCFS 인공지능 알려줘요,3
JCFS 인공지능에 대해서 알려줘,3
JCFS 인공지능에 대해서 알려주세요,3
JCFS 인공지능에 관해서 알려줘,3
JCFS 인공지능를 알려줘,3
JCFS 인공지능학과,3
JCFS 인공지능학과 알려줘,3
JCFS 인공지능학과 알려주세요,3
JCFS 인공지능학과 알려줘봐,3
JCFS 인공지능학과 알려줘요,3
JCFS 인공지능학과에 대해서 알려줘,3
JCFS 인공지능학과에 대해서 알려주세요,3
JCFS 인공지능학과에 관해서 알려줘,3
JCFS 인공지능학과를 알려줘,3
JCFS 데이터과학,3
JCFS 데이터과학 알려줘,3
JCFS 데이터과학 알려주세요,3
JCFS 데이터과학 알려줘봐,3
JCFS 데이터과학 알려줘요,3
JCFS 데이터과학에 대해서 알려줘,3
JCFS 데이터과학에 대해서 알려주세요,3
JCFS 데이터과학에 관해서 알려줘,3
JCFS 데이터과학를 알려줘,3
JCFS 데이터과학학과,3
JCFS 데이터과학학과 알려줘,3
JCFS 데이터과학학과 알려주세요,3
JCFS 데이터과학학과 알려줘봐,3
JCFS 데이터과학학과 알려줘요,3
JCFS 데이터과학학과에 대해서 알려줘,3
JCFS 데이터과학학과에 대해서 알려주세요,3
JCFS 데이터과학학과에 관해서 알려줘,3
JCFS 데이터과학학과를 알려줘,3
JCFS 인지과학,3
JCFS 인지과학 알려줘,3
JCFS 인지과학 알려주세요,3
JCFS 인지과학 알려줘봐,3
JCFS 인지과학 알려줘요,3
JCFS 인지과학에 대해서 알려줘,3
JCFS 인지과학에 대해서 알려주세요,3
JCFS 인지과학에 관해서 알려줘,3
JCFS 인지과학를 알려줘,3
JCFS 인지과학 학과,3
JCFS 인지과학 학과 알려줘,3
JCFS 인지과학 학과 알려주세요,3
JCFS 인지과학 학과 알려줘봐,3
JCFS 인지과학 학과 알려줘요,3
JCFS 인지과학 학과에 대해서 알려줘,3
JCFS 인지과학 학과에 대해서 알려주세요,3
JCFS 인지과학 학과에 관해서 알려줘,3
JCFS 인지과학 학과를 알려줘,3
장학금,3
장학금 알려줘,3
장학금 알려주세요,3
장학금 알려줘봐,3
장학금 알려줘요,3
장학금에 대해서 알려줘,3
장학금에 대해서 알려주세요,3
장학금에 관해서 알려줘,3
장학금를 알려줘,3
장학제도,3
장학제도 알려줘,3
장학제도 알려주세요,3
장학제도 알려줘봐,3
장학제도 알려줘요,3
장학제도에 대해서 알려줘,3
장학제도에 대해서 알려주세요,3
장학제도에 관해서 알려줘,3
장학제도를 알려줘,3
캠퍼스,3
캠퍼스 알려줘,3
캠퍼스 알려주세요,3
캠퍼스 알려줘봐,3
캠퍼스 알려줘요,3
캠퍼스에 대해서 알려줘,3
캠퍼스에 대해서 알려주세요,3
캠퍼스에 관해서 알려줘,3
캠퍼스를 알려줘,3
학교,3
학교 알려줘,3
학교 알려주세요,3
학교 알려줘봐,3
학교 알려줘요,3
학교에 대해서 알려줘,3
학교에 대해서 알려주세요,3
학교에 관해서 알려줘,3
학교를 알려줘,3
지도,3
지도 알려줘,3
지도 알려주세요,3
지도 알려줘봐,3
지도 알려줘요,3
지도에 대해서 알려줘,3
지도에 대해서 알려주세요,3
지도에 관해서 알려줘,3
지도를 알려줘,3
캠퍼스 맵,3
캠퍼스 맵 알려줘,3
캠퍼스 맵 알려주세요,3
캠퍼스 맵 알려줘봐,3
캠퍼스 맵 알려줘요,3
캠퍼스 맵에 대해서 알려줘,3
캠퍼스 맵에 대해서 알려주세요,3
캠퍼스 맵에 관해서 알려줘,3
캠퍼스 맵를 알려줘,3
캠퍼스맵,3
캠퍼스맵 알려줘,3
캠퍼스맵 알려주세요,3
캠퍼스맵 알려줘봐,3
캠퍼스맵 알려줘요,3
캠퍼스맵에 대해서 알려줘,3
캠퍼스맵에 대해서 알려주세요,3
캠퍼스맵에 관해서 알려줘,3
캠퍼스맵를 알려줘,3
학교맵,3
학교맵 알려줘,3
학교맵 알려주세요,3
학교맵 알려줘봐,3
학교맵 알려줘요,3
학교맵에 대해서 알려줘,3
학교맵에 대해서 알려주세요,3
학교맵에 관해서 알려줘,3
학교맵를 알려줘,3
우송대 위치,3
우송대 위치 알려줘,3
우송대 위치 알려주세요,3
우송대 위치 알려줘봐,3
우송대 위치 알려줘요,3
우송대 위치에 대해서 알려줘,3
우송대 위치에 대해서 알려주세요,3
우송대 위치에 관해서 알려줘,3
우송대 위치를 알려줘,3
기숙사,3
기숙사 알려줘,3
기숙사 알려주세요,3
기숙사 알려줘봐,3
기숙사 알려줘요,3
기숙사에 대해서 알려줘,3
기숙사에 대해서 알려주세요,3
기숙사에 관해서 알려줘,3
기숙사를 알려줘,3
긱사,3
긱사 알려줘,3
긱사 알려주세요,3
긱사 알려줘봐,3
긱사 알려줘요,3
긱사에 대해서 알려줘,3
긱사에 대해서 알려주세요,3
긱사에 관해서 알려줘,3
긱사를 알려줘,3
연락처,3
연락처 알려줘,3
연락처 알려주세요,3
연락처 알려줘봐,3
연락처 알려줘요,3
연락처에 대해서 알려줘,3
연락처에 대해서 알려주세요,3
연락처에 관해서 알려줘,3
연락처를 알려줘,3
번호,3
번호 알려줘,3
번호 알려주세요,3
번호 알려줘봐,3
번호 알려줘요,3
번호에 대해서 알려줘,3
번호에 대해서 알려주세요,3
번호에 관해서 알려줘,3
번호를 알려줘,3
부서,3
부서 알려줘,3
부서 알려주세요,3
부서 알려줘봐,3
부서 알려줘요,3
부서에 대해서 알려줘,3
부서에 대해서 알려주세요,3
부서에 관해서 알려줘,3
부서를 알려줘,3
교무처 연락처,3
교무처 연락처 알려줘,3
교무처 연락처 알려주세요,3
교무처 연락처 알려줘봐,3
교무처 연락처 알려줘요,3
교무처 연락처에 대해서 알려줘,3
교무처 연락처에 대해서 알려주세요,3
교무처 연락처에 관해서 알려줘,3
교무처 연락처를 알려줘,3
부서별 연락처,3
부서별 연락처 알려줘,3
부서별 연락처 알려주세요,3
부서별 연락처 알려줘봐,3
부서별 연락처 알려줘요,3
부서별 연락처에 대해서 알려줘,3
부서별 연락처에 대해서 알려주세요,3
부서별 연락처에 관해서 알려줘,3
부서별 연락처를 알려줘,3
부서별연락처,3
부서별연락처 알려줘,3
부서별연락처 알려주세요,3
부서별연락처 알려줘봐,3
부서별연락처 알려줘요,3
부서별연락처에 대해서 알려줘,3
부서별연락처에 대해서 알려주세요,3
부서별연락처에 관해서 알려줘,3
부서별연락처를 알려줘,3
입학,3
입학 알려줘,3
입학 알려주세요,3
입학 알려줘봐,3
입학 알려줘요,3
입학에 대해서 알려줘,3
입학에 대해서 알려주세요,3
입학에 관해서 알려줘,3
입학를 알려줘,3
입학처,3
입학처 알려줘,3
입학처 알려주세요,3
입학처 알려줘봐,3
입학처 알려줘요,3
입학처에 대해서 알려줘,3
입학처에 대해서 알려주세요,3
입학처에 관해서 알려줘,3
입학처를 알려줘,3
편의시설,3
편의시설 알려줘,3
편의시설 알려주세요,3
편의시설 알려줘봐,3
편의시설 알려줘요,3
편의시설에 대해서 알려줘,3
편의시설에 대해서 알려주세요,3
편의시설에 관해서 알려줘,3
편의시설를 알려줘,3
편의,3
편의 알려줘,3
편의 알려주세요,3
편의 알려줘봐,3
편의 알려줘요,3
편의에 대해서 알려줘,3
편의에 대해서 알려주세요,3
편의에 관해서 알려줘,3
편의를 알려줘,3
시설,3
시설 알려줘,3
시설 알려주세요,3
시설 알려줘봐,3
시설 알려줘요,3
시설에 대해서 알려줘,3
시설에 대해서 알려주세요,3
시설에 관해서 알려줘,3
시설를 알려줘,3
농어촌학생,3
농어촌학생 알려줘,3
농어촌학생 알려주세요,3
농어촌학생 알려줘봐,3
농어촌학생 알려줘요,3
농어촌학생에 대해서 알려줘,3
농어촌학생에 대해서 알려주세요,3
농어촌학생에 관해서 알려줘,3
농어촌학생를 알려줘,3
농어촌,3
농어촌 알려줘,3
농어촌 알려주세요,3
농어촌 알려줘봐,3
농어촌 알려줘요,3
농어촌에 대해서 알려줘,3
농어촌에 대해서 알려주세요,3
농어촌에 관해서 알려줘,3
농어촌를 알려줘,3
특성화고교졸업자,3
특성화고교졸업자 알려줘,3
특성화고교졸업자 알려주세요,3
특성화고교졸업자 알려줘봐,3
특성화고교졸업자 알려줘요,3
특성화고교졸업자에 대해서 알려줘,3
특성화고교졸업자에 대해서 알려주세요,3
특성화고교졸업자에 관해서 알려줘,3
특성화고교졸업자를 알려줘,3
특성화,3
특성화 알려줘,3
특성화 알려주세요,3
특성화 알려줘봐,3
특성화 알려줘요,3
특성화에 대해서 알려줘,3
특성화에 대해서 알려주세요,3
특성화에 관해서 알려줘,3
특성화를 알려줘,3
기초생활수급자,3
기초생활수급자 알려줘,3
기초생활수급자 알려주세요,3
기초생활수급자 알려줘봐,3
기초생활수급자 알려줘요,3
기초생활수급자에 대해서 알려줘,3
기초생활수급자에 대해서 알려주세요,3
기초생활수급자에 관해서 알려줘,3
기초생활수급자를 알려줘,3
기초생활,3
기초생활 알려줘,3
기초생활 알려주세요,3
기초생활 알려줘봐,3
기초생활 알려줘요,3
기초생활에 대해서 알려줘,3
기초생활에 대해서 알려주세요,3
기초생활에 관해서 알려줘,3
기초생활를 알려줘,3
기초,3
기초 알려줘,3
기초 알려주세요,3
기초 알려줘봐,3
기초 알려줘요,3
기초에 대해서 알려줘,3
기초에 대해서 알려주세요,3
기초에 관해서 알려줘,3
기초를 알려줘,3
차상위,3
차상위 알려줘,3
차상위 알려주세요,3
차상위 알려줘봐,3
차상위 알려줘요,3
차상위에 대해서 알려줘,3
차상위에 대해서 알려주세요,3
차상위에 관해서 알려줘,3
차상위를 알려줘,3
전년도 등급컷,3
전년도 등급컷 알려줘,3
전년도 등급컷 알려주세요,3
전년도 등급컷 알려줘봐,3
전년도 등급컷 알려줘요,3
전년도 등급컷에 대해서 알려줘,3
전년도 등급컷에 대해서 알려주세요,3
전년도 등급컷에 관해서 알려줘,3
전년도 등급컷를 알려줘,3
전년도등급컷,3
전년도등급컷 알려줘,3
전년도등급컷 알려주세요,3
전년도등급컷 알려줘봐,3
전년도등급컷 알려줘요,3
전년도등급컷에 대해서 알려줘,3
전년도등급컷에 대해서 알려주세요,3
전년도등급컷에 관해서 알려줘,3
전년도등급컷를 알려줘,3
등급컷,3
등급컷 알려줘,3
등급컷 알려주세요,3
등급컷 알려줘봐,3
등급컷 알려줘요,3
등급컷에 대해서 알려줘,3
등급컷에 대해서 알려주세요,3
등급컷에 관해서 알려줘,3
등급컷를 알려줘,3
전형방법,3
전형방법 알려줘,3
전형방법 알려주세요,3
전형방법 알려줘봐,3
전형방법 알려줘요,3
전형방법에 대해서 알려줘,3
전형방법에 대해서 알려주세요,3
전형방법에 관해서 알려줘,3
전형방법를 알려줘,3
지원방법,3
지원방법 알려줘,3
지원방법 알려주세요,3
지원방법 알려줘봐,3
지원방법 알려줘요,3
지원방법에 대해서 알려줘,3
지원방법에 대해서 알려주세요,3
지원방법에 관해서 알려줘,3
지원방법를 알려줘,3
전형,3
전형 알려줘,3
전형 알려주세요,3
전형 알려줘봐,3
전형 알려줘요,3
전형에 대해서 알려줘,3
전형에 대해서 알려주세요,3
전형에 관해서 알려줘,3
전형를 알려줘,3
지원,3
지원 알려줘,3
지원 알려주세요,3
지원 알려줘봐,3
지원 알려줘요,3
지원에 대해서 알려줘,3
지원에 대해서 알려주세요,3
지원에 관해서 알려줘,3
지원를 알려줘,3
합격자 발표,3
합격자 발표 알려줘,3
합격자 발표 알려주세요,3
합격자 발표 알려줘봐,3
합격자 발표 알려줘요,3
합격자 발표에 대해서 알려줘,3
합격자 발표에 대해서 알려주세요,3
합격자 발표에 관해서 알려줘,3
합격자 발표를 알려줘,3
합격자발표,3
합격자발표 알려줘,3
합격자발표 알려주세요,3
합격자발표 알려줘봐,3
합격자발표 알려줘요,3
합격자발표에 대해서 알려줘,3
합격자발표에 대해서 알려주세요,3
합격자발표에 관해서 알려줘,3
합격자발표를 알려줘,3
최종 합격자 조회,3
최종 합격자 조회 알려줘,3
최종 합격자 조회 알려주세요,3
최종 합격자 조회 알려줘봐,3
최종 합격자 조회 알려줘요,3
최종 합격자 조회에 대해서 알려줘,3
최종 합격자 조회에 대해서 알려주세요,3
최종 합격자 조회에 관해서 알려줘,3
최종 합격자 조회를 알려줘,3
최종,3
최종 알려줘,3
최종 알려주세요,3
최종 알려줘봐,3
최종 알려줘요,3
최종에 대해서 알려줘,3
최종에 대해서 알려주세요,3
최종에 관해서 알려줘,3
최종를 알려줘,3
최종 합격자,3
최종 합격자 알려줘,3
최종 합격자 알려주세요,3
최종 합격자 알려줘봐,3
최종 합격자 알려줘요,3
최종 합격자에 대해서 알려줘,3
최종 합격자에 대해서 알려주세요,3
최종 합격자에 관해서 알려줘,3
최종 합격자를 알려줘,3
고지서,3
고지서 알려줘,3
고지서 알려주세요,3
고지서 알려줘봐,3
고지서 알려줘요,3
고지서에 대해서 알려줘,3
고지서에 대해서 알려주세요,3
고지서에 관해서 알려줘,3
고지서를 알려줘,3
일반,3
일반 알려줘,3
일반 알려주세요,3
일반 알려줘봐,3
일반 알려줘요,3
일반에 대해서 알려줘,3
일반에 대해서 알려주세요,3
일반에 관해서 알려줘,3
일반를 알려줘,3
일반전형,3
일반전형 알려줘,3
일반전형 알려주세요,3
일반전형 알려줘봐,3
일반전형 알려줘요,3
일반전형에 대해서 알려줘,3
일반전형에 대해서 알려주세요,3
일반전형에 관해서 알려줘,3
일반전형를 알려줘,3
똑 부러지게 말해야지 잘 전달할 수 있을 거예요.,4
똑같은 나날들 마음에 따라 얼마든지 바뀔 수 있어요,4
똑똑! 저는 위로봇입니다.,4
똑똑하면 좋겠다 지금도 충분해요.,4
똑똑해지고 싶다 지금도 충분해요.,4
똥마려 화장실 가세요,4
뜨끈한 온천가고 싶다. 몸은 뜨겁고 머리는 차갑게!,4
뜻밖의 고민을 하고 있어 인생은 항상 마음 먹은 대로 되지 않아요,4
띰띰해요 놀아 주세요 거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으세요? 의외로 재미 있어요,4
라면 맛있게 끓이는 법 알려줘 라면봉지 레시피 그대로 해보세요.,4
라면 먹고 갈래 저는 좋아요,4
라면 먹고 싶어 맛나게 끓여드세요.,4
라면 먹어야겠다. 맛나게 끓여드세요,4
라면 먹을래 저는 좋아요.,4
라면 잘 끓이는 법 라면봉지 레시피 그대로 해보세요,4
랜선 집사됐어 완전 귀엽죠?,4
레고 사고 싶은데 비싸 돈 모아서 사세요.,4